q,n,mu1,mu2,MaxRank,MinMaxRank
8,10,3,7,170882307106007001666195170712109549366250765717871475457493531768150106002759221191452647688501351033088424974372234472249122958410395591473588636724722058944416015646561323868529500518032395176182068940867421520502019615997737852526358303162855715704847249971678264524151816168665294616056955199876033620367954100886739075692327801183336917649450864833706807810541772366090549584305520880323484443931489760408883311947045785402717866173737147750823750507954176,262075297922630284169103896823442263053170008879084901269933355999180873482438778311589921955342544035670694114456622036756455194295491012669491017127576512002664061926424386637199719537107596881874715295674933017984026011294123536751465474261011461337027897677452579015735575470820002473695437195585847623294483636786946923083202821401616707173895283354692772397965865077355713676194584768348125004338687667619325032024357764511615666890980590978000101524650548155794865298545921162019790976857829200101376
8,10,3,8,170882307106007001666195170712109549366250765717871475457493531768150106002759221191452647688501351033088424974372234472249122958410395591473588636724722058944416015646561323868529500518032395176182068940867421520502019615997737852526358303162855715704847249971678264524151816168665294616056955199876033620367954100886739075692327801183336917649450864833706807810541772366090549584305520880323484443931489760408883311947045785402717866173737147750823750507954176,170882307106007001666195170712109549366250765717871475457493531768150106002759221191452647688501351033088424974372234472249122958410395591473588636724722058944416015646561323868529500518032395176182068940867421520502019615997737852526358303162855715704847249971678264524151816168665294616056955199876033620367954100886739075692327801183336917649450864833706807810541772366090549584305520880323484443931489760408883311947045785402717866173737147750823750507954176
8,10,3,9,170882307106007001666195170712109549366250765717871475457493531768150106002759221191452647688501351033088424974372234472249122958410395591473588636724722058944416015646561323868529500518032395176182068940867421520502019615997737852526358303162855715704847249971678264524151816168665294616056955199876033620367954100886739075692327801183336917649450864833706807810541772366090549584305520880323484443931489760408883311947045785402717866173737147750823750507954176,170882307106007001666195170712109549366250765717871475457493531768150106002759221191452647688501351033088424974372234472249122958410395591473588636724722058944416015646561323868529500518032395176182068940867421520502019615997737852526358303162855715704847249971678264524151816168665294616056955199876033620367954100886739075692327801183336917649450864833706807810541772366090549584305520880323484443931489760408883311947045785402717866173737147750823750507954176
8,10,4,0,57638007524967887070978378824326348079683634226299178367602243115802023259525424770098084792623732762948720501681886571281955264491800243730938283445263794786091162288840616603428762033216547477823801717437680867732395414856230512725329642972069949773828426423511661423781957463883155177793877934633230396108584783029706162176,10342831921372422649419511498172920499950355298930870521044825982969734145884900661926593128216337460041409456350779284658556065163488736533257550893118390410695055442274480323929299204610465653786112904943723222832870545017252975645128395909107685062057398552311374757552692636562393263920646467191487518084548536790607476578813273329361256889196971933341448745140134212976798674416316947281247145252311680108441218216945930381966771790211067444714254934535767560876356058858805308620983127559040845746999743761726078731439321169395216778450237498107023589376
8,10,4,1,57638007524967887070978378824326348079683634226299178367602243115802023259525424770098084792623732762948720501681886571281955264491800243730938283445263794786091162288840616603428762033216547477823801717437680867732395414856230512725329642972069949773828426423511661423781957463883155177793877934633230396108584783029706162176,10342831921372422649419511498172920499950355298930870521044825982969734145884900661926593128216337460041409456350779284658556065163488736533257550893118390410695055442274480323929299204610465653786112904943723222832870545017252975645128395909107685062057398552311374757552692636562393263920646467191487518084548536790607476578813273329361256889196971933341448745140134212976798674416316947281247145252311680108441218216945930381966771790211067444714254934535767560876356058858805308620983127559040845746999743761726078731439321169395216778450237498107023589376
8,10,4,2,57638007524967887070978378824326348079683634226299178367602243115802023259525424770098084792623732762948720501681886571281955264491800243730938283445263794786091162288840616603428762033216547477823801717437680867732395414856230512725329642972069949773828426423511661423781957463883155177793877934633230396108584783029706162176,1093134535421085906691253188122237185421729347213600237359868232827801594543857291997084372123184740841483268874351489518386583667444953141499587328825481892133692402494257360197634223344022055575058981367353996218196570735899530599985737502443848176792622982043013025869259900246871893743640701626934663467266373082229737684728522557520567383437858667468671565903762370611066817294046039450664943238999743366214770895509866246462595768371499031070388894045594435245102744252001140289847689939701989376
8,10,4,3,57638007524967887070978378824326348079683634226299178367602243115802023259525424770098084792623732762948720501681886571281955264491800243730938283445263794786091162288840616603428762033216547477823801717437680867732395414856230512725329642972069949773828426423511661423781957463883155177793877934633230396108584783029706162176,1093134535421085906691253188122237185421729347213600237359868232827801594543857291997084372123184740841483268874351489518386583667444953141499587328825481892133692402494257360197634223344022055575058981367353996218196570735899530599985737502443848176792622982043013025869259900246871893743640701626934663467266373082229737684728522557520567383437858667468671565903762370611066817294046039450664943238999743366214770895509866246462595768371499031070388894045594435245102744252001140289847689939701989376
8,10,4,4,57638007524967887070978378824326348079683634226299178367602243115802023259525424770098084792623732762948720501681886571281955264491800243730938283445263794786091162288840616603428762033216547477823801717437680867732395414856230512725329642972069949773828426423511661423781957463883155177793877934633230396108584783029706162176,75818830235224047379488678690511241605377180614692713634906208100740810050695308557304273446109406309293774509149678995075974120869161720003343511909609535352357019915619043147418065973144176902628017975401457518583943975141412318292328729112680906128757922956104808864226857467414023188253104553373868631728448314324641148259659941668176518363794699758620036093466433107936484375527156977738610667591071692384350022241025201552708736307429376
8,10,4,5,57638007524967887070978378824326348079683634226299178367602243115802023259525424770098084792623732762948720501681886571281955264491800243730938283445263794786091162288840616603428762033216547477823801717437680867732395414856230512725329642972069949773828426423511661423781957463883155177793877934633230396108584783029706162176,75818830235224047379488678690511241605377180614692713634906208100740810050695308557304273446109406309293774509149678995075974120869161720003343511909609535352357019915619043147418065973144176902628017975401457518583943975141412318292328729112680906128757922956104808864226857467414023188253104553373868631728448314324641148259659941668176518363794699758620036093466433107936484375527156977738610667591071692384350022241025201552708736307429376
8,10,4,6,57638007524967887070978378824326348079683634226299178367602243115802023259525424770098084792623732762948720501681886571281955264491800243730938283445263794786091162288840616603428762033216547477823801717437680867732395414856230512725329642972069949773828426423511661423781957463883155177793877934633230396108584783029706162176,3116282082379616102467107263719842543008757513072148584304541193116337865292422482967034117681898416407790748285536363526876483015468991570681739765932738567443824802712359254313860475871323496652636829104383777125977252766591008267193077162631619901553384158660561160725138787100216003265711149088984937499730687397939786290801427109705171285379734511366967354865766965653738279141376
8,10,4,7,57638007524967887070978378824326348079683634226299178367602243115802023259525424770098084792623732762948720501681886571281955264491800243730938283445263794786091162288840616603428762033216547477823801717437680867732395414856230512725329642972069949773828426423511661423781957463883155177793877934633230396108584783029706162176,3116282082379616102467107263719842543008757513072148584304541193116337865292422482967034117681898416407790748285536363526876483015468991570681739765932738567443824802712359254313860475871323496652636829104383777125977252766591008267193077162631619901553384158660561160725138787100216003265711149088984937499730687397939786290801427109705171285379734511366967354865766965653738279141376
8,10,4,8,57638007524967887070978378824326348079683634226299178367602243115802023259525424770098084792623732762948720501681886571281955264491800243730938283445263794786091162288840616603428762033216547477823801717437680867732395414856230512725329642972069949773828426423511661423781957463883155177793877934633230396108584783029706162176,57638007524967887070978378824326348079683634226299178367602243115802023259525424770098084792623732762948720501681886571281955264491800243730938283445263794786091162288840616603428762033216547477823801717437680867732395414856230512725329642972069949773828426423511661423781957463883155177793877934633230396108584783029706162176
8,10,4,9,57638007524967887070978378824326348079683634226299178367602243115802023259525424770098084792623732762948720501681886571281955264491800243730938283445263794786091162288840616603428762033216547477823801717437680867732395414856230512725329642972069949773828426423511661423781957463883155177793877934633230396108584783029706162176,57638007524967887070978378824326348079683634226299178367602243115802023259525424770098084792623732762948720501681886571281955264491800243730938283445263794786091162288840616603428762033216547477823801717437680867732395414856230512725329642972069949773828426423511661423781957463883155177793877934633230396108584783029706162176
8,10,5,0,57638007524967887070978378824326348079683634226299178367602243115802023259525424770098084792623732762948720501681886571281955264491800243730938283445263794786091162288840616603428762033216547477823801717437680867732395414856230512725329642972069949773828426423511661423781957463883155177793877934633230396108584783029706162176,10342831921372422649419511498172920499950355298930870521044825982969734145884900661926593128216337460041409456350779284658556065163488736533257550893118390410695055442274480323929299204610465653786112904943723222832870545017252975645128395909107685062057398552311374757552692636562393263920646467191487518084548536790607476578813273329361256889196971933341448745140134212976798674416316947281247145252311680108441218216945930381966771790211067444714254934535767560876356058858805308620983127559040845746999743761726078731439321169395216778450237498107023589376
8,10,5,1,57638007524967887070978378824326348079683634226299178367602243115802023259525424770098084792623732762948720501681886571281955264491800243730938283445263794786091162288840616603428762033216547477823801717437680867732395414856230512725329642972069949773828426423511661423781957463883155177793877934633230396108584783029706162176,10342831921372422649419511498172920499950355298930870521044825982969734145884900661926593128216337460041409456350779284658556065163488736533257550893118390410695055442274480323929299204610465653786112904943723222832870545017252975645128395909107685062057398552311374757552692636562393263920646467191487518084548536790607476578813273329361256889196971933341448745140134212976798674416316947281247145252311680108441218216945930381966771790211067444714254934535767560876356058858805308620983127559040845746999743761726078731439321169395216778450237498107023589376
8,10,5,2,57638007524967887070978378824326348079683634226299178367602243115802023259525424770098084792623732762948720501681886571281955264491800243730938283445263794786091162288840616603428762033216547477823801717437680867732395414856230512725329642972069949773828426423511661423781957463883155177793877934633230396108584783029706162176,1093134535421085906691253188122237185421729347213600237359868232827801594543857291997084372123184740841483268874351489518386583667444953141499587328825481892133692402494257360197634223344022055575058981367353996218196570735899530599985737502443848176792622982043013025869259900246871893743640701626934663467266373082229737684728522557520567383437858667468671565903762370611066817294046039450664943238999743366214770895509866246462595768371499031070388894045594435245102744252001140289847689939701989376
8,10,5,3,57638007524967887070978378824326348079683634226299178367602243115802023259525424770098084792623732762948720501681886571281955264491800243730938283445263794786091162288840616603428762033216547477823801717437680867732395414856230512725329642972069949773828426423511661423781957463883155177793877934633230396108584783029706162176,1093134535421085906691253188122237185421729347213600237359868232827801594543857291997084372123184740841483268874351489518386583667444953141499587328825481892133692402494257360197634223344022055575058981367353996218196570735899530599985737502443848176792622982043013025869259900246871893743640701626934663467266373082229737684728522557520567383437858667468671565903762370611066817294046039450664943238999743366214770895509866246462595768371499031070388894045594435245102744252001140289847689939701989376
8,10,5,4,57638007524967887070978378824326348079683634226299178367602243115802023259525424770098084792623732762948720501681886571281955264491800243730938283445263794786091162288840616603428762033216547477823801717437680867732395414856230512725329642972069949773828426423511661423781957463883155177793877934633230396108584783029706162176,75818830235224047379488678690511241605377180614692713634906208100740810050695308557304273446109406309293774509149678995075974120869161720003343511909609535352357019915619043147418065973144176902628017975401457518583943975141412318292328729112680906128757922956104808864226857467414023188253104553373868631728448314324641148259659941668176518363794699758620036093466433107936484375527156977738610667591071692384350022241025201552708736307429376
8,10,5,5,57638007524967887070978378824326348079683634226299178367602243115802023259525424770098084792623732762948720501681886571281955264491800243730938283445263794786091162288840616603428762033216547477823801717437680867732395414856230512725329642972069949773828426423511661423781957463883155177793877934633230396108584783029706162176,75818830235224047379488678690511241605377180614692713634906208100740810050695308557304273446109406309293774509149678995075974120869161720003343511909609535352357019915619043147418065973144176902628017975401457518583943975141412318292328729112680906128757922956104808864226857467414023188253104553373868631728448314324641148259659941668176518363794699758620036093466433107936484375527156977738610667591071692384350022241025201552708736307429376
8,10,5,6,57638007524967887070978378824326348079683634226299178367602243115802023259525424770098084792623732762948720501681886571281955264491800243730938283445263794786091162288840616603428762033216547477823801717437680867732395414856230512725329642972069949773828426423511661423781957463883155177793877934633230396108584783029706162176,3116282082379616102467107263719842543008757513072148584304541193116337865292422482967034117681898416407790748285536363526876483015468991570681739765932738567443824802712359254313860475871323496652636829104383777125977252766591008267193077162631619901553384158660561160725138787100216003265711149088984937499730687397939786290801427109705171285379734511366967354865766965653738279141376
8,10,5,7,57638007524967887070978378824326348079683634226299178367602243115802023259525424770098084792623732762948720501681886571281955264491800243730938283445263794786091162288840616603428762033216547477823801717437680867732395414856230512725329642972069949773828426423511661423781957463883155177793877934633230396108584783029706162176,3116282082379616102467107263719842543008757513072148584304541193116337865292422482967034117681898416407790748285536363526876483015468991570681739765932738567443824802712359254313860475871323496652636829104383777125977252766591008267193077162631619901553384158660561160725138787100216003265711149088984937499730687397939786290801427109705171285379734511366967354865766965653738279141376
8,10,5,8,57638007524967887070978378824326348079683634226299178367602243115802023259525424770098084792623732762948720501681886571281955264491800243730938283445263794786091162288840616603428762033216547477823801717437680867732395414856230512725329642972069949773828426423511661423781957463883155177793877934633230396108584783029706162176,57638007524967887070978378824326348079683634226299178367602243115802023259525424770098084792623732762948720501681886571281955264491800243730938283445263794786091162288840616603428762033216547477823801717437680867732395414856230512725329642972069949773828426423511661423781957463883155177793877934633230396108584783029706162176
8,10,5,9,57638007524967887070978378824326348079683634226299178367602243115802023259525424770098084792623732762948720501681886571281955264491800243730938283445263794786091162288840616603428762033216547477823801717437680867732395414856230512725329642972069949773828426423511661423781957463883155177793877934633230396108584783029706162176,57638007524967887070978378824326348079683634226299178367602243115802023259525424770098084792623732762948720501681886571281955264491800243730938283445263794786091162288840616603428762033216547477823801717437680867732395414856230512725329642972069949773828426423511661423781957463883155177793877934633230396108584783029706162176
8,10,6,0,14689837450467185653994421968220898651762544679919317921036653614351887992888043546604039401580230118997876261315784199231632097351396348553077454214474357599011900462465024,72181231204863692072382268578272006176338715306670169320691958136568138771333011817218677167444675414026665862379158364905816872097468323985337618592176018034605630005147859381642295229536407137837481863945415622967871737526182154515464520902058468004878389019449026419621152435238798412211241185007413051787562139478992707867275209862222155470557273288555805375277911076692053877915149043530097781895384543654740343240869607187962499300886082909745093431156763787264
8,10,6,1,14689837450467185653994421968220898651762544679919317921036653614351887992888043546604039401580230118997876261315784199231632097351396348553077454214474357599011900462465024,72181231204863692072382268578272006176338715306670169320691958136568138771333011817218677167444675414026665862379158364905816872097468323985337618592176018034605630005147859381642295229536407137837481863945415622967871737526182154515464520902058468004878389019449026419621152435238798412211241185007413051787562139478992707867275209862222155470557273288555805375277911076692053877915149043530097781895384543654740343240869607187962499300886082909745093431156763787264
8,10,6,2,14689837450467185653994421968220898651762544679919317921036653614351887992888043546604039401580230118997876261315784199231632097351396348553077454214474357599011900462465024,3334949306573060539693844921166242860430801182224231547439438697412588975527884162142380138633456346907049933201586651758648290794506196021447660463111396882234156430510762310341491128155223006224262509061322814064313881772682955171140855747143715922364189561290822025379702905124736443249999117570525761299895875725334032487168549004903662054718614453228474215622039899946642281060389170970624
8,10,6,3,14689837450467185653994421968220898651762544679919317921036653614351887992888043546604039401580230118997876261315784199231632097351396348553077454214474357599011900462465024,3334949306573060539693844921166242860430801182224231547439438697412588975527884162142380138633456346907049933201586651758648290794506196021447660463111396882234156430510762310341491128155223006224262509061322814064313881772682955171140855747143715922364189561290822025379702905124736443249999117570525761299895875725334032487168549004903662054718614453228474215622039899946642281060389170970624
8,10,6,4,14689837450467185653994421968220898651762544679919317921036653614351887992888043546604039401580230118997876261315784199231632097351396348553077454214474357599011900462465024,101116843554338180026328978058859698709348534929336180965031565291276285676376714642142107960218961894845777783515220329881766444002806626746511905868386843525926213676047402654779394299801891423215877357174518954663714841355691108891667724797122110730959201498978001897311179137184643082536486674280466666995684258873344
8,10,6,5,14689837450467185653994421968220898651762544679919317921036653614351887992888043546604039401580230118997876261315784199231632097351396348553077454214474357599011900462465024,101116843554338180026328978058859698709348534929336180965031565291276285676376714642142107960218961894845777783515220329881766444002806626746511905868386843525926213676047402654779394299801891423215877357174518954663714841355691108891667724797122110730959201498978001897311179137184643082536486674280466666995684258873344
8,10,6,6,14689837450467185653994421968220898651762544679919317921036653614351887992888043546604039401580230118997876261315784199231632097351396348553077454214474357599011900462465024,1816828736084174437010889959479459649028762736122788469584806659266224397050553623512151563866422013201519923085554997807271192599631349103812215373585868481659454527073220103209120713092995776448628294965926226231244624485174832045056792056561664
8,10,6,7,14689837450467185653994421968220898651762544679919317921036653614351887992888043546604039401580230118997876261315784199231632097351396348553077454214474357599011900462465024,1816828736084174437010889959479459649028762736122788469584806659266224397050553623512151563866422013201519923085554997807271192599631349103812215373585868481659454527073220103209120713092995776448628294965926226231244624485174832045056792056561664
8,10,6,8,14689837450467185653994421968220898651762544679919317921036653614351887992888043546604039401580230118997876261315784199231632097351396348553077454214474357599011900462465024,14689837450467185653994421968220898651762544679919317921036653614351887992888043546604039401580230118997876261315784199231632097351396348553077454214474357599011900462465024
8,10,6,9,14689837450467185653994421968220898651762544679919317921036653614351887992888043546604039401580230118997876261315784199231632097351396348553077454214474357599011900462465024,14689837450467185653994421968220898651762544679919317921036653614351887992888043546604039401580230118997876261315784199231632097351396348553077454214474357599011900462465024
8,10,7,0,14689837450467185653994421968220898651762544679919317921036653614351887992888043546604039401580230118997876261315784199231632097351396348553077454214474357599011900462465024,72181231204863692072382268578272006176338715306670169320691958136568138771333011817218677167444675414026665862379158364905816872097468323985337618592176018034605630005147859381642295229536407137837481863945415622967871737526182154515464520902058468004878389019449026419621152435238798412211241185007413051787562139478992707867275209862222155470557273288555805375277911076692053877915149043530097781895384543654740343240869607187962499300886082909745093431156763787264
8,10,7,1,14689837450467185653994421968220898651762544679919317921036653614351887992888043546604039401580230118997876261315784199231632097351396348553077454214474357599011900462465024,72181231204863692072382268578272006176338715306670169320691958136568138771333011817218677167444675414026665862379158364905816872097468323985337618592176018034605630005147859381642295229536407137837481863945415622967871737526182154515464520902058468004878389019449026419621152435238798412211241185007413051787562139478992707867275209862222155470557273288555805375277911076692053877915149043530097781895384543654740343240869607187962499300886082909745093431156763787264
8,10,7,2,14689837450467185653994421968220898651762544679919317921036653614351887992888043546604039401580230118997876261315784199231632097351396348553077454214474357599011900462465024,3334949306573060539693844921166242860430801182224231547439438697412588975527884162142380138633456346907049933201586651758648290794506196021447660463111396882234156430510762310341491128155223006224262509061322814064313881772682955171140855747143715922364189561290822025379702905124736443249999117570525761299895875725334032487168549004903662054718614453228474215622039899946642281060389170970624
8,10,7,3,14689837450467185653994421968220898651762544679919317921036653614351887992888043546604039401580230118997876261315784199231632097351396348553077454214474357599011900462465024,3334949306573060539693844921166242860430801182224231547439438697412588975527884162142380138633456346907049933201586651758648290794506196021447660463111396882234156430510762310341491128155223006224262509061322814064313881772682955171140855747143715922364189561290822025379702905124736443249999117570525761299895875725334032487168549004903662054718614453228474215622039899946642281060389170970624
8,10,7,4,14689837450467185653994421968220898651762544679919317921036653614351887992888043546604039401580230118997876261315784199231632097351396348553077454214474357599011900462465024,101116843554338180026328978058859698709348534929336180965031565291276285676376714642142107960218961894845777783515220329881766444002806626746511905868386843525926213676047402654779394299801891423215877357174518954663714841355691108891667724797122110730959201498978001897311179137184643082536486674280466666995684258873344
8,10,7,5,14689837450467185653994421968220898651762544679919317921036653614351887992888043546604039401580230118997876261315784199231632097351396348553077454214474357599011900462465024,101116843554338180026328978058859698709348534929336180965031565291276285676376714642142107960218961894845777783515220329881766444002806626746511905868386843525926213676047402654779394299801891423215877357174518954663714841355691108891667724797122110730959201498978001897311179137184643082536486674280466666995684258873344
8,10,7,6,14689837450467185653994421968220898651762544679919317921036653614351887992888043546604039401580230118997876261315784199231632097351396348553077454214474357599011900462465024,1816828736084174437010889959479459649028762736122788469584806659266224397050553623512151563866422013201519923085554997807271192599631349103812215373585868481659454527073220103209120713092995776448628294965926226231244624485174832045056792056561664
8,10,7,7,14689837450467185653994421968220898651762544679919317921036653614351887992888043546604039401580230118997876261315784199231632097351396348553077454214474357599011900462465024,1816828736084174437010889959479459649028762736122788469584806659266224397050553623512151563866422013201519923085554997807271192599631349103812215373585868481659454527073220103209120713092995776448628294965926226231244624485174832045056792056561664
8,10,7,8,14689837450467185653994421968220898651762544679919317921036653614351887992888043546604039401580230118997876261315784199231632097351396348553077454214474357599011900462465024,14689837450467185653994421968220898651762544679919317921036653614351887992888043546604039401580230118997876261315784199231632097351396348553077454214474357599011900462465024
8,10,7,9,14689837450467185653994421968220898651762544679919317921036653614351887992888043546604039401580230118997876261315784199231632097351396348553077454214474357599011900462465024,14689837450467185653994421968220898651762544679919317921036653614351887992888043546604039401580230118997876261315784199231632097351396348553077454214474357599011900462465024
8,10,8,0,1,3615880685841007629794149316171053451551784196544224883563979731444155545160766580073471746733616697707274255017757611197331527633950302879128303161265662655095138275577376939698998873750619621909673555431310677931226415197082599510738904493980604665086574122565059234903092143940621393922794809287683749519048719005938783585397503650902582160994131268713054208126
8,10,8,1,1,3615880685841007629794149316171053451551784196544224883563979731444155545160766580073471746733616697707274255017757611197331527633950302879128303161265662655095138275577376939698998873750619621909673555431310677931226415197082599510738904493980604665086574122565059234903092143940621393922794809287683749519048719005938783585397503650902582160994131268713054208126
8,10,8,2,1,1014325499780477272996492387039711884516186865989353322485684561331213892908911730190881129997204396560262056455645210000738344745324593075153411340016785135108466838212023645696244665971116939695576399788809643907376719978524003016354327419059967837351579738125888347176876
8,10,8,3,1,1014325499780477272996492387039711884516186865989353322485684561331213892908911730190881129997204396560262056455645210000738344745324593075153411340016785135108466838212023645696244665971116939695576399788809643907376719978524003016354327419059967837351579738125888347176876
8,10,8,4,1,186728200599644683133058353866102251795560080450909660499804579836079376513580866587986817039656792636210017996032880440457528914276058395580009316643892417567249200086131433894051876
8,10,8,5,1,186728200599644683133058353866102251795560080450909660499804579836079376513580866587986817039656792636210017996032880440457528914276058395580009316643892417567249200086131433894051876
8,10,8,6,1,20370359763344860862684456884093781610514683936659362506361404493543812997633367061833973751
8,10,8,7,1,20370359763344860862684456884093781610514683936659362506361404493543812997633367061833973751
8,10,8,8,1,1
8,10,8,9,1,1
8,10,9,0,1,3615880685841007629794149316171053451551784196544224883563979731444155545160766580073471746733616697707274255017757611197331527633950302879128303161265662655095138275577376939698998873750619621909673555431310677931226415197082599510738904493980604665086574122565059234903092143940621393922794809287683749519048719005938783585397503650902582160994131268713054208126
8,10,9,1,1,3615880685841007629794149316171053451551784196544224883563979731444155545160766580073471746733616697707274255017757611197331527633950302879128303161265662655095138275577376939698998873750619621909673555431310677931226415197082599510738904493980604665086574122565059234903092143940621393922794809287683749519048719005938783585397503650902582160994131268713054208126
8,10,9,2,1,1014325499780477272996492387039711884516186865989353322485684561331213892908911730190881129997204396560262056455645210000738344745324593075153411340016785135108466838212023645696244665971116939695576399788809643907376719978524003016354327419059967837351579738125888347176876
8,10,9,3,1,1014325499780477272996492387039711884516186865989353322485684561331213892908911730190881129997204396560262056455645210000738344745324593075153411340016785135108466838212023645696244665971116939695576399788809643907376719978524003016354327419059967837351579738125888347176876
8,10,9,4,1,186728200599644683133058353866102251795560080450909660499804579836079376513580866587986817039656792636210017996032880440457528914276058395580009316643892417567249200086131433894051876
8,10,9,5,1,186728200599644683133058353866102251795560080450909660499804579836079376513580866587986817039656792636210017996032880440457528914276058395580009316643892417567249200086131433894051876
8,10,9,6,1,20370359763344860862684456884093781610514683936659362506361404493543812997633367061833973751
8,10,9,7,1,20370359763344860862684456884093781610514683936659362506361404493543812997633367061833973751
8,10,9,8,1,1
8,10,9,9,1,1
9,10,0,0,193777351455481803738500444891519483041290025495386739862018840498673070931872009718081262122940121753464461736778729546557689919860665496704232539635802538960467582881599700702652147473361777395863776794947463959068210721713197563184752711440745808494546947737736783881334110687820329055975006903751043417498138583711322745937887565281084272477070630243149077814808648960136289862798525441823225587080911458717720546275447373919645683674391736731388725026819526505984947613065286990498408612096532288211372409914086690620354916401520272192376789616469362097529134293435154982585064187748703680513142964254440001,6188777652914850577183525557845453714971774649738502118492371248693172156410137214672621507037447083457677939049664146640843371052835611532867656131083191829541633023186942325855616429648235554405198011790976710436173587564635878815494558213416960278526354062029764417425003802418843627236912487606737167379614780594415459880115699826820835936884405297403228590172533427184332471752165151476719597484643988164105858539018064380466378777739315496439553739121004152040997714791049878997416258086090252486007992798861326483417714051118672778782381277697700022474054693881243289538225103560027673204332523378970291464227786706759912993028233369233808057448821088221271516315840041244554780222261072637138376895787014204861846926592449991673819054110440001
9,10,0,1,193777351455481803738500444891519483041290025495386739862018840498673070931872009718081262122940121753464461736778729546557689919860665496704232539635802538960467582881599700702652147473361777395863776794947463959068210721713197563184752711440745808494546947737736783881334110687820329055975006903751043417498138583711322745937887565281084272477070630243149077814808648960136289862798525441823225587080911458717720546275447373919645683674391736731388725026819526505984947613065286990498408612096532288211372409914086690620354916401520272192376789616469362097529134293435154982585064187748703680513142964254440001,6188777652914850577183525557845453714971774649738502118492371248693172156410137214672621507037447083457677939049664146640843371052835611532867656131083191829541633023186942325855616429648235554405198011790976710436173587564635878815494558213416960278526354062029764417425003802418843627236912487606737167379614780594415459880115699826820835936884405297403228590172533427184332471752165151476719597484643988164105858539018064380466378777739315496439553739121004152040997714791049878997416258086090252486007992798861326483417714051118672778782381277697700022474054693881243289538225103560027673204332523378970291464227786706759912993028233369233808057448821088221271516315840041244554780222261072637138376895787014204861846926592449991673819054110440001
9,10,0,2,193777351455481803738500444891519483041290025495386739862018840498673070931872009718081262122940121753464461736778729546557689919860665496704232539635802538960467582881599700702652147473361777395863776794947463959068210721713197563184752711440745808494546947737736783881334110687820329055975006903751043417498138583711322745937887565281084272477070630243149077814808648960136289862798525441823225587080911458717720546275447373919645683674391736731388725026819526505984947613065286990498408612096532288211372409914086690620354916401520272192376789616469362097529134293435154982585064187748703680513142964254440001,179079630171340778744548252981971465956919471955054103872678638725659314824880411642762762915478707080792697013794941018752478717665574626403489955648562673683337935052567664146677248266950598099265112552252777472872044105142121890853765980985155202758905232032554590716651390499906411943911686783999009374150743138535657227656616823880062403524614615578725921926526545194234210276062310276846781656716514283602305639219896654194339389517028867140726419149175323696812866834035859972086296626063067932279181449597911499506638149751271581554746529848017834556721293181882456548323655991506317237162913428721832221323598549085661372551773574507065703348136271639631613898415680736260795695729936833991673819054110440001
9,10,0,3,193777351455481803738500444891519483041290025495386739862018840498673070931872009718081262122940121753464461736778729546557689919860665496704232539635802538960467582881599700702652147473361777395863776794947463959068210721713197563184752711440745808494546947737736783881334110687820329055975006903751043417498138583711322745937887565281084272477070630243149077814808648960136289862798525441823225587080911458717720546275447373919645683674391736731388725026819526505984947613065286990498408612096532288211372409914086690620354916401520272192376789616469362097529134293435154982585064187748703680513142964254440001,179079630171340778744548252981971465956919471955054103872678638725659314824880411642762762915478707080792697013794941018752478717665574626403489955648562673683337935052567664146677248266950598099265112552252777472872044105142121890853765980985155202758905232032554590716651390499906411943911686783999009374150743138535657227656616823880062403524614615578725921926526545194234210276062310276846781656716514283602305639219896654194339389517028867140726419149175323696812866834035859972086296626063067932279181449597911499506638149751271581554746529848017834556721293181882456548323655991506317237162913428721832221323598549085661372551773574507065703348136271639631613898415680736260795695729936833991673819054110440001
9,10,0,4,193777351455481803738500444891519483041290025495386739862018840498673070931872009718081262122940121753464461736778729546557689919860665496704232539635802538960467582881599700702652147473361777395863776794947463959068210721713197563184752711440745808494546947737736783881334110687820329055975006903751043417498138583711322745937887565281084272477070630243149077814808648960136289862798525441823225587080911458717720546275447373919645683674391736731388725026819526505984947613065286990498408612096532288211372409914086690620354916401520272192376789616469362097529134293435154982585064187748703680513142964254440001,3400609895029085866360739543263091070074923999759735092595385695260449278935919201030979053170214686280819067231437814092824830305554323066636158971276849677198727667369848896032037571319549012014071793785808508986854619435287691461102460373446617572661074384750817510800285090053108550525830209639245102627231613032005517567194000832658112583113501676561172724325556530090786407333135393096394875845071522583826517719050776563029458845754517298642996713067905266242495647008265701959504161438369643977823906448389444930262875399883661822236898700580874412525321399828199286298170854910252165258124225298289250502317870380273399665400153159775951737057801322587509753819054110440001
